Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Factory,Distance_KM,Lead_Time_Days,Profit_Margin,Factory_Lat,Factory_Lon,Customer_Lat,Customer_Lon
6140,ORD-298302,2023-09-15,2023-09-20,Standard,CUST-5230,United States,Chicago,IL,43482,Sugar,Midwest,PRD-S-001,Laffy Taffy,52368.82,2819,-123740.1,40073.27,Sugar Shack,965.13,5.82,-2.3629,48.11914,-96.18115,41.8781,-87.6298
6141,ORD-883170,2023-01-27,2023-02-01,Express,CUST-5211,United States,Dallas,TX,41941,Sugar,South,PRD-S-001,Laffy Taffy,35126.35,3036,-190921.75,18776.48,Sugar Shack,1706.78,5.27,-5.4353,48.11914,-96.18115,32.7767,-96.797
6142,ORD-833739,2023-11-07,2023-11-13,Standard,CUST-3295,United States,Philadelphia,PA,99953,Other,East,PRD-O-002,Lickable Wallpaper,81158.79,2514,-128399.56,45259.05,Secret Factory,1307.07,6.43,-1.5821,41.446333,-90.565487,39.9526,-75.1652
6143,ORD-320994,2023-01-09,2023-01-12,Express,CUST-2185,United States,Philadelphia,PA,22831,Sugar,East,PRD-S-005,Everlasting Gobstopper,57450.73,4986,-234658.8,31426.53,Secret Factory,1307.07,3.82,-4.0845,41.446333,-90.565487,39.9526,-75.1652
6144,ORD-638611,2023-08-20,2023-08-27,Express,CUST-4876,United States,San Jose,CA,28435,Other,West,PRD-O-004,Kazookles,60179.75,2260,-240467.25,42124.37,The Other Factory,2859.76,7.38,-3.9958,35.1175,-89.971107,37.3382,-121.8863
6145,ORD-728791,2023-11-16,2023-11-23,Express,CUST-7722,United States,San Jose,CA,38776,Sugar,West,PRD-S-006,Hair Toffee,35634.61,2474,-265500.19,18132.61,The Other Factory,2859.76,7.58,-7.4506,35.1175,-89.971107,37.3382,-121.8863
6146,ORD-418957,2023-01-02,2023-01-06,Same-Day,CUST-8233,United States,Phoenix,AZ,79659,Other,West,PRD-O-003,Wonka Gum,30057.44,2844,-133686.85,15211.52,Secret Factory,2089.07,4.25,-4.4477,41.446333,-90.565487,33.4484,-112.074
6147,ORD-630832,2023-11-30,2023-12-02,Same-Day,CUST-2040,United States,San Antonio,TX,11755,Sugar,South,PRD-S-006,Hair Toffee,41353.59,1665,-23092.57,21969.63,The Other Factory,1020.46,2.99,-0.5584,35.1175,-89.971107,29.4241,-98.4936
6148,ORD-863198,2023-06-22,2023-06-29,Standard,CUST-5625,United States,San Jose,CA,59957,Other,West,PRD-O-001,Fizzy Lifting Drinks,30873.37,1034,-111938.5,18679.86,Sugar Shack,2401.01,7.74,-3.6257,48.11914,-96.18115,37.3382,-121.8863
6149,ORD-509148,2023-03-23,2023-04-03,Standard,CUST-4649,United States,Los Angeles,CA,92433,Chocolate,West,PRD-C-004,Wonka Bar - Milk Chocolate,101102.46,3074,-482819.72,53585.74,Wicked Choccy's,3450.46,11.11,-4.7755,32.076176,-81.088371,34.0522,-118.2437
6150,ORD-142505,2023-08-07,2023-08-12,Standard,CUST-2291,United States,Houston,TX,55666,Other,South,PRD-O-003,Wonka Gum,22400.89,1633,-102541.68,13125.47,Secret Factory,1369.47,5.86,-4.5776,41.446333,-90.565487,29.7604,-95.3698
6151,ORD-853118,2023-07-22,2023-07-30,Standard,CUST-7608,United States,Phoenix,AZ,84311,Other,West,PRD-O-003,Wonka Gum,97680.38,3041,-273347.6,53385.13,Secret Factory,2089.07,8.44,-2.7984,41.446333,-90.565487,33.4484,-112.074
6152,ORD-252612,2023-05-27,2023-06-03,Express,CUST-9264,United States,Los Angeles,CA,35581,Other,West,PRD-O-003,Wonka Gum,112967.7,3679,-336563.13,73444.17,Secret Factory,2555.63,7.48,-2.9793,41.446333,-90.565487,34.0522,-118.2437
6153,ORD-206388,2023-12-14,2023-12-20,Express,CUST-7439,United States,San Jose,CA,26063,Other,West,PRD-O-003,Wonka Gum,105427.36,3937,-393160.26,71069.77,Secret Factory,2714.74,6.71,-3.7292,41.446333,-90.565487,37.3382,-121.8863
6154,ORD-322955,2023-08-05,2023-08-10,Express,CUST-4991,United States,Philadelphia,PA,60179,Other,East,PRD-O-004,Kazookles,55509.07,3843,-203569.34,42388.08,The Other Factory,1409.64,5.07,-3.6673,35.1175,-89.971107,39.9526,-75.1652
6155,ORD-581906,2023-07-03,2023-07-07,Express,CUST-7392,United States,Dallas,TX,88534,Sugar,South,PRD-S-001,Laffy Taffy,10764.17,506,-29517.33,5736.23,Sugar Shack,1706.78,4.02,-2.7422,48.11914,-96.18115,32.7767,-96.797
6156,ORD-543647,2023-04-26,2023-04-29,Express,CUST-3820,United States,Chicago,IL,75961,Sugar,Midwest,PRD-S-005,Everlasting Gobstopper,16536.37,1314,-7563.06,11036.25,Secret Factory,248.54,3.25,-0.4574,41.446333,-90.565487,41.8781,-87.6298
6157,ORD-569067,2023-06-11,2023-06-18,Express,CUST-5746,United States,Philadelphia,PA,19070,Chocolate,East,PRD-C-002,Wonka Bar - Fudge Mallows,86286.55,4118,-521986.82,57558.8,Lot's O' Nuts,3343.34,7.33,-6.0495,32.881893,-111.768036,39.9526,-75.1652
6158,ORD-663897,2023-09-13,2023-09-21,Standard,CUST-7963,United States,Houston,TX,72634,Other,South,PRD-O-001,Fizzy Lifting Drinks,6724.7,507,-48469.99,3415.45,Sugar Shack,2042.57,8.11,-7.2078,48.11914,-96.18115,29.7604,-95.3698
6159,ORD-674237,2023-07-16,2023-07-20,Express,CUST-2635,United States,New York,NY,66125,Other,East,PRD-O-002,Lickable Wallpaper,23696.74,2792,-146835.0,15490.49,Secret Factory,1388.26,4.56,-6.1964,41.446333,-90.565487,40.7128,-74.006
6160,ORD-636085,2023-12-11,2023-12-16,Express,CUST-6107,United States,Philadelphia,PA,60079,Other,East,PRD-O-001,Fizzy Lifting Drinks,11419.39,503,-34077.34,7250.71,Sugar Shack,1900.9,5.98,-2.9842,48.11914,-96.18115,39.9526,-75.1652
6161,ORD-420737,2023-06-04,2023-06-09,Express,CUST-8030,United States,San Diego,CA,13361,Sugar,West,PRD-S-004,Fun Dip,106368.37,3088,-251591.37,55079.61,Sugar Shack,2452.07,5.71,-2.3653,48.11914,-96.18115,32.7157,-117.1611
6162,ORD-287264,2023-04-15,2023-04-22,Standard,CUST-3353,United States,San Antonio,TX,75447,Other,South,PRD-O-003,Wonka Gum,23366.62,1117,-75884.27,14588.39,Secret Factory,1515.89,7.68,-3.2475,41.446333,-90.565487,29.4241,-98.4936
6163,ORD-556387,2023-02-20,2023-02-24,Same-Day,CUST-7861,United States,San Jose,CA,69906,Other,West,PRD-O-004,Kazookles,72351.56,3409,-208220.41,36848.63,The Other Factory,2859.76,4.12,-2.8779,35.1175,-89.971107,37.3382,-121.8863
6164,ORD-622042,2023-04-29,2023-05-04,Express,CUST-9107,United States,New York,NY,31376,Sugar,East,PRD-S-005,Everlasting Gobstopper,15103.61,412,-15591.59,7816.62,Secret Factory,1388.26,5.3,-1.0323,41.446333,-90.565487,40.7128,-74.006
6165,ORD-469763,2023-12-08,2023-12-13,Express,CUST-8693,United States,San Antonio,TX,92408,Chocolate,South,PRD-C-004,Wonka Bar - Milk Chocolate,41363.34,2170,-130897.96,25807.93,Wicked Choccy's,1687.25,5.03,-3.1646,32.076176,-81.088371,29.4241,-98.4936
6166,ORD-233358,2023-03-02,2023-03-10,Standard,CUST-4207,United States,Phoenix,AZ,43475,Sugar,West,PRD-S-002,SweeTARTS,32163.08,951,-86007.77,18259.25,Sugar Shack,2101.19,8.23,-2.6741,48.11914,-96.18115,33.4484,-112.074
6167,ORD-551393,2023-10-26,2023-10-31,Express,CUST-5438,United States,Phoenix,AZ,80519,Other,West,PRD-O-001,Fizzy Lifting Drinks,41683.17,2200,-173845.28,30623.72,Sugar Shack,2101.19,5.35,-4.1706,48.11914,-96.18115,33.4484,-112.074
6168,ORD-456722,2023-04-05,2023-04-11,Express,CUST-8836,United States,Los Angeles,CA,77217,Sugar,West,PRD-S-002,SweeTARTS,6900.24,261,-21791.68,3568.99,Sugar Shack,2406.41,6.6,-3.1581,48.11914,-96.18115,34.0522,-118.2437
6169,ORD-350612,2023-02-06,2023-02-14,Standard,CUST-2898,United States,Houston,TX,55969,Sugar,South,PRD-S-004,Fun Dip,118051.45,4073,-379066.87,81148.18,Sugar Shack,2042.57,8.27,-3.211,48.11914,-96.18115,29.7604,-95.3698
6170,ORD-142235,2023-07-21,2023-07-24,Express,CUST-9729,United States,San Antonio,TX,53016,Other,South,PRD-O-002,Lickable Wallpaper,57799.34,2085,-99297.52,30671.56,Secret Factory,1515.89,3.72,-1.718,41.446333,-90.565487,29.4241,-98.4936
6171,ORD-422527,2023-02-14,2023-02-19,Standard,CUST-9970,United States,Dallas,TX,89282,Sugar,South,PRD-S-005,Everlasting Gobstopper,79695.62,3304,-148443.81,44702.42,Secret Factory,1110.39,5.89,-1.8626,41.446333,-90.565487,32.7767,-96.797
6172,ORD-716886,2023-07-06,2023-07-14,Standard,CUST-8223,United States,San Jose,CA,56986,Sugar,West,PRD-S-002,SweeTARTS,5768.45,160,-16504.72,3065.13,Sugar Shack,2401.01,8.19,-2.8612,48.11914,-96.18115,37.3382,-121.8863
6173,ORD-380944,2023-09-28,2023-10-02,Same-Day,CUST-2600,United States,Houston,TX,60945,Sugar,South,PRD-S-002,SweeTARTS,19038.24,2168,-104297.6,12628.34,Sugar Shack,2042.57,4.03,-5.4783,48.11914,-96.18115,29.7604,-95.3698
6174,ORD-443805,2023-02-08,2023-02-11,Same-Day,CUST-5654,United States,San Antonio,TX,78966,Sugar,South,PRD-S-002,SweeTARTS,45540.02,1698,-71959.82,28856.39,Sugar Shack,2088.19,3.92,-1.5801,48.11914,-96.18115,29.4241,-98.4936
6175,ORD-120824,2023-06-28,2023-07-06,Express,CUST-9437,United States,San Jose,CA,83650,Chocolate,West,PRD-C-004,Wonka Bar - Milk Chocolate,2409.29,155,-22265.08,1450.98,Wicked Choccy's,3745.71,8.29,-9.2413,32.076176,-81.088371,37.3382,-121.8863
6176,ORD-655690,2023-01-04,2023-01-10,Express,CUST-5146,United States,San Diego,CA,17010,Sugar,West,PRD-S-001,Laffy Taffy,111046.75,4332,-381586.54,67737.97,Sugar Shack,2452.07,6.94,-3.4363,48.11914,-96.18115,32.7157,-117.1611
6177,ORD-249198,2023-03-28,2023-04-07,Standard,CUST-8511,United States,San Jose,CA,84459,Chocolate,West,PRD-C-005,Wonka Bar - Triple Dazzle Caramel,40796.54,1815,-322861.05,23734.65,Wicked Choccy's,3745.71,10.59,-7.9139,32.076176,-81.088371,37.3382,-121.8863
6178,ORD-667721,2023-12-19,2023-12-21,Same-Day,CUST-1381,United States,Philadelphia,PA,54816,Chocolate,East,PRD-C-004,Wonka Bar - Milk Chocolate,51787.71,2205,-38412.11,33723.49,Wicked Choccy's,1024.51,2.96,-0.7417,32.076176,-81.088371,39.9526,-75.1652
6179,ORD-903610,2023-08-13,2023-08-14,Same-Day,CUST-5542,United States,Houston,TX,56211,Other,South,PRD-O-004,Kazookles,77061.93,4968,-68888.87,48864.02,The Other Factory,781.7,1.5,-0.8939,35.1175,-89.971107,29.7604,-95.3698
6180,ORD-149283,2023-12-14,2023-12-21,Standard,CUST-6877,United States,Dallas,TX,24484,Sugar,South,PRD-S-003,Nerds,60933.34,3341,-262168.45,37983.85,Sugar Shack,1706.78,7.63,-4.3025,48.11914,-96.18115,32.7767,-96.797
6181,ORD-583023,2023-03-12,2023-03-17,Express,CUST-4970,United States,Los Angeles,CA,35793,Sugar,West,PRD-S-004,Fun Dip,107013.87,4845,-415219.27,55870.79,Sugar Shack,2406.41,5.7,-3.8801,48.11914,-96.18115,34.0522,-118.2437
6182,ORD-569132,2023-04-12,2023-04-16,Express,CUST-1649,United States,Dallas,TX,92932,Other,South,PRD-O-003,Wonka Gum,77631.88,3281,-112608.37,44512.2,Secret Factory,1110.39,4.12,-1.4505,41.446333,-90.565487,32.7767,-96.797
6183,ORD-989951,2023-01-31,2023-02-07,Express,CUST-8019,United States,Los Angeles,CA,30127,Other,West,PRD-O-002,Lickable Wallpaper,25501.78,2035,-200957.67,18431.08,Secret Factory,2555.63,7.03,-7.8801,41.446333,-90.565487,34.0522,-118.2437
6184,ORD-487591,2023-11-09,2023-11-11,Same-Day,CUST-8320,United States,Houston,TX,21591,Chocolate,South,PRD-C-003,Wonka Bar - Scrumdiddlyumptious,25694.05,2004,-72060.85,17892.2,Lot's O' Nuts,1594.07,2.53,-2.8046,32.881893,-111.768036,29.7604,-95.3698
6185,ORD-102731,2023-03-30,2023-04-05,Express,CUST-7224,United States,Philadelphia,PA,76088,Chocolate,East,PRD-C-001,Wonka Bar - Nutty Crunch Surprise,8520.57,614,-78680.65,5088.85,Lot's O' Nuts,3343.34,6.85,-9.2342,32.881893,-111.768036,39.9526,-75.1652
6186,ORD-364546,2023-04-06,2023-04-12,Express,CUST-7062,United States,San Jose,CA,62609,Sugar,West,PRD-S-004,Fun Dip,69584.67,4237,-387061.95,49724.1,Sugar Shack,2401.01,6.79,-5.5625,48.11914,-96.18115,37.3382,-121.8863
6187,ORD-835891,2023-06-08,2023-06-15,Standard,CUST-1911,United States,Philadelphia,PA,72603,Other,East,PRD-O-002,Lickable Wallpaper,9691.18,460,-25917.41,5545.87,Secret Factory,1307.07,7.41,-2.6743,41.446333,-90.565487,39.9526,-75.1652
6188,ORD-438580,2023-01-16,2023-01-19,Express,CUST-4700,United States,San Jose,CA,46406,Chocolate,West,PRD-C-001,Wonka Bar - Nutty Crunch Surprise,53999.82,3858,-144177.92,36999.42,Lot's O' Nuts,1044.44,3.57,-2.67,32.881893,-111.768036,37.3382,-121.8863
6189,ORD-546379,2023-07-06,2023-07-14,Standard,CUST-4386,United States,San Diego,CA,42228,Sugar,West,PRD-S-006,Hair Toffee,96124.37,3021,-338735.02,54922.39,The Other Factory,2515.31,8.85,-3.5239,35.1175,-89.971107,32.7157,-117.1611
6190,ORD-323401,2023-07-19,2023-07-21,Same-Day,CUST-2139,United States,San Antonio,TX,33569,Chocolate,South,PRD-C-001,Wonka Bar - Nutty Crunch Surprise,21842.73,695,-13353.77,12273.75,Lot's O' Nuts,1319.3,2.32,-0.6114,32.881893,-111.768036,29.4241,-98.4936
6191,ORD-141182,2023-04-08,2023-04-12,Express,CUST-9888,United States,Houston,TX,21318,Chocolate,South,PRD-C-001,Wonka Bar - Nutty Crunch Surprise,55012.06,2369,-123563.73,27522.12,Lot's O' Nuts,1594.07,4.69,-2.2461,32.881893,-111.768036,29.7604,-95.3698
6192,ORD-252885,2023-07-30,2023-08-04,Standard,CUST-9316,United States,New York,NY,89978,Sugar,East,PRD-S-005,Everlasting Gobstopper,59192.95,2276,-143273.5,44482.09,Secret Factory,1388.26,5.77,-2.4204,41.446333,-90.565487,40.7128,-74.006
6193,ORD-204541,2023-06-25,2023-06-27,Same-Day,CUST-2257,United States,Dallas,TX,96404,Other,South,PRD-O-001,Fizzy Lifting Drinks,90521.12,4592,-151114.31,45696.86,Sugar Shack,1706.78,2.42,-1.6694,48.11914,-96.18115,32.7767,-96.797
6194,ORD-763891,2023-08-09,2023-08-11,Same-Day,CUST-7184,United States,Dallas,TX,74954,Sugar,South,PRD-S-004,Fun Dip,19645.25,584,-15876.96,10603.19,Sugar Shack,1706.78,2.56,-0.8082,48.11914,-96.18115,32.7767,-96.797
6195,ORD-605909,2023-10-09,2023-10-14,Express,CUST-8020,United States,Dallas,TX,62327,Sugar,South,PRD-S-001,Laffy Taffy,46786.28,2215,-128358.29,23923.67,Sugar Shack,1706.78,5.42,-2.7435,48.11914,-96.18115,32.7767,-96.797
6196,ORD-629602,2023-09-29,2023-10-03,Standard,CUST-8421,United States,San Jose,CA,74764,Chocolate,West,PRD-C-003,Wonka Bar - Scrumdiddlyumptious,43138.87,4049,-201233.01,32924.55,Lot's O' Nuts,1044.44,4.24,-4.6648,32.881893,-111.768036,37.3382,-121.8863
6197,ORD-490088,2023-05-29,2023-06-02,Express,CUST-8388,United States,San Antonio,TX,14013,Other,South,PRD-O-003,Wonka Gum,4589.83,188,-9229.65,2419.98,Secret Factory,1515.89,4.65,-2.0109,41.446333,-90.565487,29.4241,-98.4936
6198,ORD-602667,2023-05-25,2023-05-28,Express,CUST-5161,United States,Philadelphia,PA,32538,Chocolate,East,PRD-C-005,Wonka Bar - Triple Dazzle Caramel,74410.39,3058,-95265.0,44356.86,Wicked Choccy's,1024.51,3.73,-1.2803,32.076176,-81.088371,39.9526,-75.1652
6199,ORD-577357,2023-02-19,2023-02-22,Express,CUST-5325,United States,San Jose,CA,76965,Chocolate,West,PRD-C-001,Wonka Bar - Nutty Crunch Surprise,86006.83,2903,-83586.06,48312.26,Lot's O' Nuts,1044.44,3.72,-0.9719,32.881893,-111.768036,37.3382,-121.8863
6200,ORD-130048,2023-10-30,2023-11-07,Standard,CUST-8679,United States,Houston,TX,58183,Sugar,South,PRD-S-004,Fun Dip,118758.95,3536,-303671.41,61303.32,Sugar Shack,2042.57,8.62,-2.557,48.11914,-96.18115,29.7604,-95.3698
6201,ORD-573364,2024-01-01,2024-01-12,Standard,CUST-7941,United States,San Jose,CA,11171,Chocolate,West,PRD-C-004,Wonka Bar - Milk Chocolate,151752.09,4575,-787708.55,82630.06,Wicked Choccy's,3745.71,11.9,-5.1908,32.076176,-81.088371,37.3382,-121.8863
6202,ORD-451829,2023-01-15,2023-01-23,Standard,CUST-5778,United States,Phoenix,AZ,78885,Other,West,PRD-O-003,Wonka Gum,44857.77,2013,-193657.82,28250.86,Secret Factory,2089.07,8.02,-4.3172,41.446333,-90.565487,33.4484,-112.074
6203,ORD-866694,2023-11-18,2023-11-21,Same-Day,CUST-7015,United States,Phoenix,AZ,38455,Sugar,West,PRD-S-005,Everlasting Gobstopper,81642.81,4259,-203313.92,62523.18,Secret Factory,2089.07,3.81,-2.4903,41.446333,-90.565487,33.4484,-112.074
6204,ORD-918617,2023-07-30,2023-08-06,Express,CUST-8275,United States,Phoenix,AZ,95448,Chocolate,West,PRD-C-004,Wonka Bar - Milk Chocolate,53210.81,3222,-359393.25,40053.06,Wicked Choccy's,2890.68,7.36,-6.7541,32.076176,-81.088371,33.4484,-112.074
6205,ORD-714197,2023-12-07,2023-12-12,Standard,CUST-3810,United States,Dallas,TX,58580,Other,South,PRD-O-002,Lickable Wallpaper,41959.7,2589,-124448.96,22668.21,Secret Factory,1110.39,5.94,-2.9659,41.446333,-90.565487,32.7767,-96.797
6206,ORD-281301,2023-09-21,2023-09-22,Same-Day,CUST-2584,United States,Phoenix,AZ,95304,Chocolate,West,PRD-C-003,Wonka Bar - Scrumdiddlyumptious,82845.9,4624,20651.62,54202.69,Lot's O' Nuts,69.13,1.44,0.2493,32.881893,-111.768036,33.4484,-112.074
6207,ORD-645839,2023-09-17,2023-09-23,Standard,CUST-7550,United States,Houston,TX,88825,Sugar,South,PRD-S-005,Everlasting Gobstopper,124510.37,4320,-250490.2,79195.39,Secret Factory,1369.47,6.35,-2.0118,41.446333,-90.565487,29.7604,-95.3698
6208,ORD-165575,2023-05-12,2023-05-18,Standard,CUST-5261,United States,San Antonio,TX,23594,Other,South,PRD-O-002,Lickable Wallpaper,14207.11,728,-48806.48,7835.16,Secret Factory,1515.89,6.55,-3.4354,41.446333,-90.565487,29.4241,-98.4936
6209,ORD-303448,2023-12-05,2023-12-07,Same-Day,CUST-3125,United States,Dallas,TX,63944,Sugar,South,PRD-S-003,Nerds,8776.93,1019,-40255.51,5552.17,Sugar Shack,1706.78,2.9,-4.5865,48.11914,-96.18115,32.7767,-96.797
6210,ORD-890142,2023-04-02,2023-04-07,Express,CUST-9075,United States,Phoenix,AZ,81150,Other,West,PRD-O-003,Wonka Gum,44790.91,1526,-111847.08,29121.26,Secret Factory,2089.07,5.95,-2.4971,41.446333,-90.565487,33.4484,-112.074
6211,ORD-979528,2023-08-01,2023-08-06,Express,CUST-1460,United States,Houston,TX,38694,Sugar,South,PRD-S-001,Laffy Taffy,56124.0,3253,-248377.68,38721.98,Sugar Shack,2042.57,5.32,-4.4255,48.11914,-96.18115,29.7604,-95.3698
6212,ORD-475331,2023-03-16,2023-03-25,Standard,CUST-5501,United States,Los Angeles,CA,73241,Other,West,PRD-O-003,Wonka Gum,36493.93,2321,-282886.51,22799.46,Secret Factory,2555.63,9.46,-7.7516,41.446333,-90.565487,34.0522,-118.2437
6213,ORD-727092,2023-11-09,2023-11-13,Express,CUST-7735,United States,Dallas,TX,77200,Sugar,South,PRD-S-005,Everlasting Gobstopper,17873.06,879,-32746.76,11578.38,Secret Factory,1110.39,4.71,-1.8322,41.446333,-90.565487,32.7767,-96.797
6214,ORD-250783,2023-04-15,2023-04-19,Express,CUST-4595,United States,Chicago,IL,73566,Other,Midwest,PRD-O-001,Fizzy Lifting Drinks,81894.97,4417,-149705.42,61080.5,Sugar Shack,965.13,4.7,-1.828,48.11914,-96.18115,41.8781,-87.6298
6215,ORD-121305,2023-02-26,2023-03-03,Same-Day,CUST-5529,United States,Philadelphia,PA,68419,Chocolate,East,PRD-C-001,Wonka Bar - Nutty Crunch Surprise,24105.51,1666,-129118.94,13974.44,Lot's O' Nuts,3343.34,5.51,-5.3564,32.881893,-111.768036,39.9526,-75.1652
6216,ORD-613209,2023-12-29,2024-01-02,Express,CUST-6171,United States,Chicago,IL,80826,Chocolate,Midwest,PRD-C-004,Wonka Bar - Milk Chocolate,34719.26,2283,-95912.62,17925.49,Wicked Choccy's,1234.19,4.04,-2.7625,32.076176,-81.088371,41.8781,-87.6298
6217,ORD-880825,2024-01-01,2024-01-09,Standard,CUST-8310,United States,Los Angeles,CA,18472,Other,West,PRD-O-001,Fizzy Lifting Drinks,105587.06,3249,-346366.1,61031.78,Sugar Shack,2406.41,8.18,-3.2804,48.11914,-96.18115,34.0522,-118.2437
6218,ORD-502480,2023-09-15,2023-09-23,Standard,CUST-4318,United States,Los Angeles,CA,25243,Sugar,West,PRD-S-001,Laffy Taffy,80326.25,3668,-403643.95,42634.52,Sugar Shack,2406.41,8.71,-5.0251,48.11914,-96.18115,34.0522,-118.2437
6219,ORD-587197,2023-12-19,2023-12-27,Standard,CUST-9379,United States,San Jose,CA,61698,Sugar,West,PRD-S-001,Laffy Taffy,43239.53,3339,-381431.92,23823.48,Sugar Shack,2401.01,8.74,-8.8214,48.11914,-96.18115,37.3382,-121.8863
6220,ORD-910396,2023-02-26,2023-03-01,Same-Day,CUST-5398,United States,Dallas,TX,14805,Chocolate,South,PRD-C-002,Wonka Bar - Fudge Mallows,70427.45,4625,-130299.02,39116.68,Lot's O' Nuts,1397.71,3.03,-1.8501,32.881893,-111.768036,32.7767,-96.797
6221,ORD-668518,2023-03-08,2023-03-12,Same-Day,CUST-8611,United States,New York,NY,46974,Sugar,East,PRD-S-002,SweeTARTS,79894.84,2776,-95829.71,41432.88,Sugar Shack,1935.04,4.05,-1.1994,48.11914,-96.18115,40.7128,-74.006
6222,ORD-675239,2023-11-21,2023-11-23,Express,CUST-5754,United States,Houston,TX,30860,Sugar,South,PRD-S-006,Hair Toffee,131500.69,4220,-71821.59,71371.8,The Other Factory,781.7,2.99,-0.5462,35.1175,-89.971107,29.7604,-95.3698
6223,ORD-590347,2023-01-01,2023-01-10,Express,CUST-6554,United States,San Jose,CA,66817,Chocolate,West,PRD-C-005,Wonka Bar - Triple Dazzle Caramel,29942.51,1517,-216393.88,19046.87,Wicked Choccy's,3745.71,9.01,-7.227,32.076176,-81.088371,37.3382,-121.8863
6224,ORD-776787,2023-08-20,2023-08-23,Same-Day,CUST-4482,United States,Houston,TX,87553,Sugar,South,PRD-S-001,Laffy Taffy,10044.03,674,-30896.43,6523.09,Sugar Shack,2042.57,3.59,-3.0761,48.11914,-96.18115,29.7604,-95.3698
6225,ORD-313614,2023-03-08,2023-03-17,Standard,CUST-4081,United States,Phoenix,AZ,32701,Sugar,West,PRD-S-006,Hair Toffee,39268.32,1687,-159617.82,27232.81,The Other Factory,2035.01,9.53,-4.0648,35.1175,-89.971107,33.4484,-112.074
6226,ORD-163065,2023-07-22,2023-07-30,Standard,CUST-3389,United States,Phoenix,AZ,13132,Sugar,West,PRD-S-006,Hair Toffee,40879.1,2501,-237739.17,24139.91,The Other Factory,2035.01,8.01,-5.8157,35.1175,-89.971107,33.4484,-112.074
6227,ORD-431001,2023-09-24,2023-09-28,Express,CUST-8807,United States,Chicago,IL,97560,Chocolate,Midwest,PRD-C-005,Wonka Bar - Triple Dazzle Caramel,17806.55,944,-41612.02,12815.49,Wicked Choccy's,1234.19,4.12,-2.3369,32.076176,-81.088371,41.8781,-87.6298
6228,ORD-944800,2023-09-17,2023-09-20,Same-Day,CUST-3748,United States,Phoenix,AZ,11651,Sugar,West,PRD-S-002,SweeTARTS,29896.27,1386,-61557.24,18647.27,Sugar Shack,2101.19,3.54,-2.059,48.11914,-96.18115,33.4484,-112.074
6229,ORD-547424,2023-06-10,2023-06-13,Express,CUST-7104,United States,Dallas,TX,29947,Chocolate,South,PRD-C-003,Wonka Bar - Scrumdiddlyumptious,9337.27,440,-19948.39,4686.03,Lot's O' Nuts,1397.71,3.44,-2.1364,32.881893,-111.768036,32.7767,-96.797
6230,ORD-260746,2023-02-03,2023-02-07,Standard,CUST-3559,United States,Chicago,IL,14988,Sugar,Midwest,PRD-S-006,Hair Toffee,31999.52,2429,-82703.38,20120.53,The Other Factory,778.78,4.49,-2.5845,35.1175,-89.971107,41.8781,-87.6298
6231,ORD-298855,2023-08-06,2023-08-11,Express,CUST-8215,United States,Philadelphia,PA,16289,Sugar,East,PRD-S-002,SweeTARTS,78256.74,3495,-245988.91,58500.42,Sugar Shack,1900.9,5.03,-3.1434,48.11914,-96.18115,39.9526,-75.1652
6232,ORD-607069,2023-08-14,2023-08-19,Standard,CUST-6788,United States,Los Angeles,CA,40623,Chocolate,West,PRD-C-001,Wonka Bar - Nutty Crunch Surprise,116948.69,3119,-39935.03,61053.55,Lot's O' Nuts,614.49,5.73,-0.3415,32.881893,-111.768036,34.0522,-118.2437
6233,ORD-581225,2023-09-17,2023-09-18,Same-Day,CUST-2523,United States,Dallas,TX,23477,Other,South,PRD-O-004,Kazookles,89341.16,3761,-24851.26,50150.96,The Other Factory,681.11,1.76,-0.2782,35.1175,-89.971107,32.7767,-96.797
6234,ORD-523071,2023-09-01,2023-09-05,Same-Day,CUST-2751,United States,Los Angeles,CA,18202,Sugar,West,PRD-S-006,Hair Toffee,92941.33,2920,-147556.3,51992.92,The Other Factory,2582.26,4.86,-1.5876,35.1175,-89.971107,34.0522,-118.2437
6235,ORD-192712,2023-08-30,2023-09-04,Standard,CUST-6888,United States,Dallas,TX,82070,Other,South,PRD-O-003,Wonka Gum,85056.6,2745,-118787.68,51442.77,Secret Factory,1110.39,5.95,-1.3966,41.446333,-90.565487,32.7767,-96.797
6236,ORD-380308,2023-10-29,2023-11-02,Same-Day,CUST-1934,United States,Los Angeles,CA,75989,Other,West,PRD-O-002,Lickable Wallpaper,45231.32,1982,-109208.36,27808.16,Secret Factory,2555.63,4.01,-2.4144,41.446333,-90.565487,34.0522,-118.2437
6237,ORD-898565,2023-11-28,2023-12-01,Same-Day,CUST-2739,United States,Los Angeles,CA,11254,Sugar,West,PRD-S-003,Nerds,126804.04,3345,-140667.78,66235.74,Sugar Shack,2406.41,3.21,-1.1093,48.11914,-96.18115,34.0522,-118.2437
6238,ORD-146723,2023-01-26,2023-01-31,Express,CUST-8114,United States,New York,NY,95938,Other,East,PRD-O-003,Wonka Gum,19174.85,623,-25907.38,10486.71,Secret Factory,1388.26,5.19,-1.3511,41.446333,-90.565487,40.7128,-74.006
