Order ID,Order Date,Ship Date,Ship Mode,Customer ID,City,State/Province,Region,Division,Product ID,Product Name,Sales,Units,Cost,Gross Profit,Factory,Distance_KM,Lead_Time_Days,Factory_Lat,Factory_Lon,Customer_Lat,Customer_Lon
ORD-188301,2023-07-21,2023-07-30,Standard,CUST-9151,Phoenix,AZ,West,Chocolate,PRD-C-005,Wonka Bar - Triple Dazzle Caramel,51340.43,2687,26641.86,9164.05,Wicked Choccy's,2890.68,9.23,32.076176,-81.088371,33.4484,-112.074
ORD-296501,2023-03-25,2023-03-29,Express,CUST-1422,Chicago,IL,Midwest,Sugar,PRD-S-003,Nerds,53838.66,2035,38558.59,12137.59,Sugar Shack,965.13,4.66,48.11914,-96.18115,41.8781,-87.6298
ORD-302666,2023-03-02,2023-03-07,Standard,CUST-5188,Dallas,TX,South,Other,PRD-O-003,Wonka Gum,17213.57,787,12805.35,2660.45,Secret Factory,1110.39,5.02,41.446333,-90.565487,32.7767,-96.797
ORD-417560,2023-01-15,2023-01-19,Express,CUST-1679,Houston,TX,South,Sugar,PRD-S-002,SweeTARTS,36459.35,4936,27607.56,-7279.64,Sugar Shack,2042.57,4.91,48.11914,-96.18115,29.7604,-95.3698
ORD-181411,2023-07-25,2023-08-03,Standard,CUST-2453,Los Angeles,CA,West,Sugar,PRD-S-001,Laffy Taffy,66587.46,2287,40795.31,14785.22,Sugar Shack,2406.41,9.12,48.11914,-96.18115,34.0522,-118.2437
ORD-683166,2023-08-24,2023-08-29,Express,CUST-7644,San Antonio,TX,South,Chocolate,PRD-C-001,Wonka Bar - Nutty Crunch Surprise,95613.39,3653,49319.54,38582.83,Lot's O' Nuts,1319.3,5.06,32.881893,-111.768036,29.4241,-98.4936
ORD-792316,2023-04-10,2023-04-20,Standard,CUST-1413,Los Angeles,CA,West,Sugar,PRD-S-006,Hair Toffee,60083.51,2135,37238.42,11818.86,The Other Factory,2582.26,10.13,35.1175,-89.971107,34.0522,-118.2437
ORD-705604,2023-06-07,2023-06-11,Same-Day,CUST-2023,Phoenix,AZ,West,Sugar,PRD-S-006,Hair Toffee,147658.25,4493,88691.58,49823.36,The Other Factory,2035.01,4.29,35.1175,-89.971107,33.4484,-112.074
ORD-174686,2023-03-05,2023-03-07,Express,CUST-6543,Phoenix,AZ,West,Chocolate,PRD-C-002,Wonka Bar - Fudge Mallows,63699.07,3344,40030.46,23298.73,Lot's O' Nuts,69.13,2.56,32.881893,-111.768036,33.4484,-112.074
ORD-571702,2023-03-08,2023-03-15,Express,CUST-7916,San Jose,CA,West,Chocolate,PRD-C-005,Wonka Bar - Triple Dazzle Caramel,9247.42,369,4990.23,2045.72,Wicked Choccy's,3745.71,7.88,32.076176,-81.088371,37.3382,-121.8863
ORD-315624,2023-06-06,2023-06-12,Express,CUST-1068,Los Angeles,CA,West,Sugar,PRD-S-001,Laffy Taffy,3687.32,378,2621.07,-389.15,Sugar Shack,2406.41,6.42,48.11914,-96.18115,34.0522,-118.2437
ORD-438265,2023-05-09,2023-05-16,Standard,CUST-4106,Philadelphia,PA,East,Other,PRD-O-001,Fizzy Lifting Drinks,28148.54,1378,15993.64,12154.900000000001,Sugar Shack,1900.9,7.17,48.11914,-96.18115,39.9526,-75.1652
ORD-682619,2023-03-18,2023-03-22,Express,CUST-8770,San Jose,CA,West,Chocolate,PRD-C-001,Wonka Bar - Nutty Crunch Surprise,33432.52,1545,20056.77,10793.88,Lot's O' Nuts,1044.44,4.27,32.881893,-111.768036,37.3382,-121.8863
ORD-299412,2023-05-01,2023-05-05,Express,CUST-4521,Dallas,TX,South,Sugar,PRD-S-001,Laffy Taffy,39760.49,1454,20779.1,15010.74,Sugar Shack,1706.78,4.59,48.11914,-96.18115,32.7767,-96.797
ORD-131470,2023-11-18,2023-11-21,Same-Day,CUST-4976,Philadelphia,PA,East,Other,PRD-O-001,Fizzy Lifting Drinks,2589.6,180,1341.2,906.23,Sugar Shack,1900.9,3.66,48.11914,-96.18115,39.9526,-75.1652
ORD-659641,2023-10-22,2023-10-25,Same-Day,CUST-5685,San Antonio,TX,South,Sugar,PRD-S-004,Fun Dip,66125.4,4379,42147.97,14833.27,Sugar Shack,2088.19,3.87,48.11914,-96.18115,29.4241,-98.4936
ORD-844607,2023-05-17,2023-05-21,Standard,CUST-4928,San Diego,CA,West,Chocolate,PRD-C-003,Wonka Bar - Scrumdiddlyumptious,85412.07,3268,55363.08,26752.48,Lot's O' Nuts,504.36,4.53,32.881893,-111.768036,32.7157,-117.1611
ORD-596313,2023-11-05,2023-11-08,Same-Day,CUST-5078,Dallas,TX,South,Chocolate,PRD-C-002,Wonka Bar - Fudge Mallows,49961.34,3369,25234.9,20017.56,Lot's O' Nuts,1397.71,3.17,32.881893,-111.768036,32.7767,-96.797
ORD-209429,2023-06-20,2023-06-27,Standard,CUST-7734,Houston,TX,South,Other,PRD-O-003,Wonka Gum,62920.76,3248,46971.05,7053.64,Secret Factory,1369.47,7.8,41.446333,-90.565487,29.7604,-95.3698
ORD-305777,2023-08-06,2023-08-10,Express,CUST-5184,Houston,TX,South,Chocolate,PRD-C-004,Wonka Bar - Milk Chocolate,11489.75,1141,7277.29,1683.31,Wicked Choccy's,1385.38,4.17,32.076176,-81.088371,29.7604,-95.3698
ORD-327697,2023-12-19,2023-12-22,Express,CUST-4194,Chicago,IL,Midwest,Sugar,PRD-S-001,Laffy Taffy,83380.19,4376,58415.54,18207.17,Sugar Shack,965.13,3.01,48.11914,-96.18115,41.8781,-87.6298
ORD-421370,2023-07-06,2023-07-10,Express,CUST-4332,New York,NY,East,Sugar,PRD-S-003,Nerds,31207.65,1010,16263.98,11816.65,Sugar Shack,1935.04,4.92,48.11914,-96.18115,40.7128,-74.006
ORD-407261,2023-05-19,2023-05-25,Standard,CUST-6446,Phoenix,AZ,West,Other,PRD-O-003,Wonka Gum,43282.83,2831,25414.08,6040.45,Secret Factory,2089.07,6.5,41.446333,-90.565487,33.4484,-112.074
ORD-997888,2023-09-02,2023-09-09,Standard,CUST-5919,Phoenix,AZ,West,Sugar,PRD-S-006,Hair Toffee,89878.98,4590,59542.3,11655.26,The Other Factory,2035.01,7.72,35.1175,-89.971107,33.4484,-112.074
ORD-386377,2023-07-13,2023-07-19,Standard,CUST-9046,Dallas,TX,South,Chocolate,PRD-C-004,Wonka Bar - Milk Chocolate,12741.44,961,6578.28,3328.06,Wicked Choccy's,1475.08,6.86,32.076176,-81.088371,32.7767,-96.797
ORD-563637,2023-11-25,2023-11-27,Express,CUST-3843,Chicago,IL,Midwest,Sugar,PRD-S-005,Everlasting Gobstopper,111750.23,4855,67695.59,42124.0,Secret Factory,248.54,2.49,41.446333,-90.565487,41.8781,-87.6298
ORD-776485,2023-05-10,2023-05-15,Express,CUST-2937,Houston,TX,South,Sugar,PRD-S-003,Nerds,124672.6,4377,79802.72,30565.33,Sugar Shack,2042.57,5.84,48.11914,-96.18115,29.7604,-95.3698
ORD-178951,2023-07-04,2023-07-10,Standard,CUST-9667,New York,NY,East,Chocolate,PRD-C-004,Wonka Bar - Milk Chocolate,45168.7,2188,23036.92,17100.45,Wicked Choccy's,1149.76,6.44,32.076176,-81.088371,40.7128,-74.006
ORD-952247,2023-04-23,2023-04-28,Express,CUST-3810,Phoenix,AZ,West,Other,PRD-O-003,Wonka Gum,22257.43,1971,11295.31,4374.04,Secret Factory,2089.07,5.49,41.446333,-90.565487,33.4484,-112.074
ORD-350202,2023-05-14,2023-05-20,Standard,CUST-8838,Houston,TX,South,Sugar,PRD-S-001,Laffy Taffy,20868.86,1199,10509.13,5461.64,Sugar Shack,2042.57,6.89,48.11914,-96.18115,29.7604,-95.3698
ORD-113889,2023-10-01,2023-10-06,Standard,CUST-7975,San Antonio,TX,South,Sugar,PRD-S-006,Hair Toffee,20684.06,631,11871.47,7524.77,The Other Factory,1020.46,5.78,35.1175,-89.971107,29.4241,-98.4936
ORD-567532,2023-08-04,2023-08-08,Express,CUST-6071,San Jose,CA,West,Other,PRD-O-001,Fizzy Lifting Drinks,104183.47,4923,70890.38,14380.85,Sugar Shack,2401.01,5.0,48.11914,-96.18115,37.3382,-121.8863
ORD-181292,2023-11-07,2023-11-15,Standard,CUST-5362,Chicago,IL,Midwest,Chocolate,PRD-C-002,Wonka Bar - Fudge Mallows,4959.64,352,3796.8,-488.0,Lot's O' Nuts,2344.95,8.46,32.881893,-111.768036,41.8781,-87.6298
ORD-300289,2023-08-13,2023-08-17,Same-Day,CUST-2333,Philadelphia,PA,East,Chocolate,PRD-C-002,Wonka Bar - Fudge Mallows,19108.99,1399,13677.07,754.59,Lot's O' Nuts,3343.34,4.01,32.881893,-111.768036,39.9526,-75.1652
ORD-751148,2023-08-01,2023-08-08,Express,CUST-9865,New York,NY,East,Chocolate,PRD-C-001,Wonka Bar - Nutty Crunch Surprise,58117.72,3987,29806.26,6336.94,Lot's O' Nuts,3444.71,7.55,32.881893,-111.768036,40.7128,-74.006
ORD-183831,2023-08-01,2023-08-06,Standard,CUST-5329,Dallas,TX,South,Other,PRD-O-002,Lickable Wallpaper,13596.35,1464,8639.31,1705.81,Secret Factory,1110.39,5.67,41.446333,-90.565487,32.7767,-96.797
ORD-747900,2023-12-26,2023-12-28,Express,CUST-8416,Dallas,TX,South,Sugar,PRD-S-005,Everlasting Gobstopper,100416.93,3835,54752.9,38850.65,Secret Factory,1110.39,2.97,41.446333,-90.565487,32.7767,-96.797
ORD-382786,2023-09-16,2023-09-22,Standard,CUST-3235,Phoenix,AZ,West,Other,PRD-O-004,Kazookles,8358.59,602,5591.84,316.6,The Other Factory,2035.01,6.23,35.1175,-89.971107,33.4484,-112.074
ORD-543692,2023-05-12,2023-05-15,Same-Day,CUST-2109,New York,NY,East,Sugar,PRD-S-002,SweeTARTS,23671.96,1439,12519.82,8367.62,Sugar Shack,1935.04,3.94,48.11914,-96.18115,40.7128,-74.006
ORD-728749,2023-07-01,2023-07-08,Standard,CUST-5477,Philadelphia,PA,East,Sugar,PRD-S-005,Everlasting Gobstopper,77719.07,2688,43271.46,27420.77,Secret Factory,1307.07,7.04,41.446333,-90.565487,39.9526,-75.1652
ORD-278715,2023-08-22,2023-08-26,Same-Day,CUST-4762,San Diego,CA,West,Sugar,PRD-S-001,Laffy Taffy,108925.76,4062,63102.82,35862.61,Sugar Shack,2452.07,4.51,48.11914,-96.18115,32.7157,-117.1611
ORD-319126,2023-01-15,2023-01-20,Express,CUST-7388,Philadelphia,PA,East,Sugar,PRD-S-001,Laffy Taffy,137647.77,4971,72674.46,49854.35,Sugar Shack,1900.9,5.22,48.11914,-96.18115,39.9526,-75.1652
ORD-385835,2023-08-16,2023-08-21,Express,CUST-9773,New York,NY,East,Sugar,PRD-S-002,SweeTARTS,5816.13,380,4003.14,636.49,Sugar Shack,1935.04,5.35,48.11914,-96.18115,40.7128,-74.006
ORD-947761,2023-02-22,2023-02-27,Express,CUST-8104,New York,NY,East,Sugar,PRD-S-001,Laffy Taffy,15282.49,506,9932.08,3783.8,Sugar Shack,1935.04,5.26,48.11914,-96.18115,40.7128,-74.006
ORD-546205,2023-01-14,2023-01-15,Same-Day,CUST-1247,Chicago,IL,Midwest,Other,PRD-O-003,Wonka Gum,96102.94,3407,48667.58,46588.6,Secret Factory,248.54,1.75,41.446333,-90.565487,41.8781,-87.6298
ORD-986319,2023-11-13,2023-11-18,Express,CUST-2341,Houston,TX,South,Sugar,PRD-S-002,SweeTARTS,28168.46,3267,17172.55,318.96,Sugar Shack,2042.57,5.28,48.11914,-96.18115,29.7604,-95.3698
ORD-979189,2023-03-29,2023-04-08,Standard,CUST-5681,New York,NY,East,Chocolate,PRD-C-002,Wonka Bar - Fudge Mallows,32840.49,1403,20973.85,2200.77,Lot's O' Nuts,3444.71,10.08,32.881893,-111.768036,40.7128,-74.006
ORD-924367,2023-02-23,2023-03-03,Standard,CUST-4836,New York,NY,East,Sugar,PRD-S-004,Fun Dip,22400.9,2453,14505.27,-1597.67,Sugar Shack,1935.04,8.1,48.11914,-96.18115,40.7128,-74.006
ORD-865351,2023-06-14,2023-06-21,Standard,CUST-6420,Philadelphia,PA,East,Sugar,PRD-S-002,SweeTARTS,39980.43,2050,24721.86,7464.9,Sugar Shack,1900.9,7.68,48.11914,-96.18115,39.9526,-75.1652
ORD-334366,2023-01-20,2023-01-24,Same-Day,CUST-8960,San Diego,CA,West,Other,PRD-O-003,Wonka Gum,76479.57,3019,50120.28,18696.36,Secret Factory,2538.23,4.87,41.446333,-90.565487,32.7157,-117.1611
ORD-957492,2023-05-10,2023-05-13,Same-Day,CUST-5758,Philadelphia,PA,East,Sugar,PRD-S-004,Fun Dip,9954.51,672,5078.27,3598.84,Sugar Shack,1900.9,3.09,48.11914,-96.18115,39.9526,-75.1652
ORD-993300,2023-08-03,2023-08-06,Same-Day,CUST-8869,San Jose,CA,West,Sugar,PRD-S-003,Nerds,85246.51,2709,44950.1,33792.09,Sugar Shack,2401.01,3.92,48.11914,-96.18115,37.3382,-121.8863
ORD-924745,2023-10-29,2023-10-30,Same-Day,CUST-7511,Chicago,IL,Midwest,Other,PRD-O-002,Lickable Wallpaper,49856.67,3557,35272.39,13700.23,Secret Factory,248.54,1.91,41.446333,-90.565487,41.8781,-87.6298
ORD-139895,2023-09-12,2023-09-16,Same-Day,CUST-8170,San Jose,CA,West,Chocolate,PRD-C-005,Wonka Bar - Triple Dazzle Caramel,43393.14,1885,28221.47,8111.02,Wicked Choccy's,3745.71,4.77,32.076176,-81.088371,37.3382,-121.8863
ORD-535002,2023-01-01,2023-01-05,Express,CUST-6240,Dallas,TX,South,Chocolate,PRD-C-001,Wonka Bar - Nutty Crunch Surprise,20679.65,722,13804.76,5260.25,Lot's O' Nuts,1397.71,4.51,32.881893,-111.768036,32.7767,-96.797
ORD-737819,2023-08-29,2023-09-05,Standard,CUST-8898,Philadelphia,PA,East,Other,PRD-O-004,Kazookles,13856.02,616,9614.21,2505.12,The Other Factory,1409.64,7.31,35.1175,-89.971107,39.9526,-75.1652
ORD-884164,2023-07-12,2023-07-16,Express,CUST-3745,Houston,TX,South,Other,PRD-O-001,Fizzy Lifting Drinks,10949.42,626,6062.43,2841.15,Sugar Shack,2042.57,4.86,48.11914,-96.18115,29.7604,-95.3698
ORD-179932,2023-01-12,2023-01-13,Same-Day,CUST-2129,New York,NY,East,Chocolate,PRD-C-005,Wonka Bar - Triple Dazzle Caramel,31978.96,2065,16659.17,12945.54,Wicked Choccy's,1149.76,1.86,32.076176,-81.088371,40.7128,-74.006
ORD-466297,2023-09-27,2023-09-30,Same-Day,CUST-4089,San Diego,CA,West,Sugar,PRD-S-005,Everlasting Gobstopper,52102.36,4320,33235.37,7901.83,Secret Factory,2538.23,3.96,41.446333,-90.565487,32.7157,-117.1611
ORD-944522,2023-12-04,2023-12-10,Standard,CUST-7301,Dallas,TX,South,Chocolate,PRD-C-004,Wonka Bar - Milk Chocolate,13426.57,590,7206.52,4479.46,Wicked Choccy's,1475.08,6.59,32.076176,-81.088371,32.7767,-96.797
ORD-191055,2023-01-25,2023-01-27,Same-Day,CUST-9669,Houston,TX,South,Chocolate,PRD-C-004,Wonka Bar - Milk Chocolate,108408.07,4183,72064.84,30548.18,Wicked Choccy's,1385.38,2.63,32.076176,-81.088371,29.7604,-95.3698
ORD-761086,2023-11-29,2023-12-04,Express,CUST-4263,Houston,TX,South,Chocolate,PRD-C-005,Wonka Bar - Triple Dazzle Caramel,13122.22,494,7397.43,4629.78,Wicked Choccy's,1385.38,5.17,32.076176,-81.088371,29.7604,-95.3698
ORD-535687,2023-02-14,2023-02-19,Same-Day,CUST-8954,San Diego,CA,West,Chocolate,PRD-C-004,Wonka Bar - Milk Chocolate,4795.64,597,3266.32,-483.2,Wicked Choccy's,3371.05,5.24,32.076176,-81.088371,32.7157,-117.1611
ORD-426266,2023-07-31,2023-08-06,Express,CUST-6850,San Diego,CA,West,Sugar,PRD-S-003,Nerds,76102.43,2852,46997.17,17915.96,Sugar Shack,2452.07,6.66,48.11914,-96.18115,32.7157,-117.1611
ORD-829609,2023-06-28,2023-06-30,Same-Day,CUST-5097,Philadelphia,PA,East,Chocolate,PRD-C-005,Wonka Bar - Triple Dazzle Caramel,42652.63,4180,27848.84,10521.32,Wicked Choccy's,1024.51,2.28,32.076176,-81.088371,39.9526,-75.1652
ORD-346456,2023-04-14,2023-04-22,Standard,CUST-1807,Los Angeles,CA,West,Sugar,PRD-S-001,Laffy Taffy,36590.62,1723,23455.16,4842.98,Sugar Shack,2406.41,8.83,48.11914,-96.18115,34.0522,-118.2437
ORD-173225,2023-10-03,2023-10-07,Standard,CUST-6100,Chicago,IL,Midwest,Sugar,PRD-S-005,Everlasting Gobstopper,10378.36,723,5846.63,4172.34,Secret Factory,248.54,4.16,41.446333,-90.565487,41.8781,-87.6298
ORD-553157,2023-12-02,2023-12-06,Express,CUST-3271,Philadelphia,PA,East,Sugar,PRD-S-004,Fun Dip,2499.53,237,1694.28,84.43,Sugar Shack,1900.9,4.83,48.11914,-96.18115,39.9526,-75.1652
ORD-954554,2023-08-05,2023-08-08,Express,CUST-9307,San Antonio,TX,South,Chocolate,PRD-C-001,Wonka Bar - Nutty Crunch Surprise,25885.51,1060,17166.97,6481.02,Lot's O' Nuts,1319.3,3.55,32.881893,-111.768036,29.4241,-98.4936
ORD-356569,2023-09-02,2023-09-09,Standard,CUST-5177,Chicago,IL,Midwest,Sugar,PRD-S-002,SweeTARTS,114636.88,3491,67682.65,40215.66,Sugar Shack,965.13,7.15,48.11914,-96.18115,41.8781,-87.6298
ORD-395565,2023-12-05,2023-12-07,Same-Day,CUST-1879,San Diego,CA,West,Chocolate,PRD-C-003,Wonka Bar - Scrumdiddlyumptious,46785.16,3765,32901.29,11984.94,Lot's O' Nuts,504.36,2.78,32.881893,-111.768036,32.7157,-117.1611
ORD-912628,2023-08-12,2023-08-16,Express,CUST-6918,Philadelphia,PA,East,Sugar,PRD-S-005,Everlasting Gobstopper,4352.64,325,2393.71,1279.25,Secret Factory,1307.07,4.53,41.446333,-90.565487,39.9526,-75.1652
ORD-656502,2023-09-17,2023-09-20,Express,CUST-2386,Houston,TX,South,Sugar,PRD-S-005,Everlasting Gobstopper,68873.33,3115,41096.1,20951.8,Secret Factory,1369.47,3.82,41.446333,-90.565487,29.7604,-95.3698
ORD-755297,2023-10-30,2023-11-05,Express,CUST-2101,San Jose,CA,West,Sugar,PRD-S-006,Hair Toffee,14122.84,726,7812.77,2988.16,The Other Factory,2859.76,6.94,35.1175,-89.971107,37.3382,-121.8863
ORD-904735,2023-12-28,2024-01-03,Express,CUST-6266,San Jose,CA,West,Other,PRD-O-001,Fizzy Lifting Drinks,78476.71,2451,48962.53,20098.4,Sugar Shack,2401.01,6.38,48.11914,-96.18115,37.3382,-121.8863
ORD-995289,2023-03-15,2023-03-24,Standard,CUST-9623,San Jose,CA,West,Chocolate,PRD-C-004,Wonka Bar - Milk Chocolate,44487.75,3084,23278.42,21209.33,Wicked Choccy's,3745.71,9.66,32.076176,-81.088371,37.3382,-121.8863
ORD-592753,2023-07-12,2023-07-16,Express,CUST-8996,Dallas,TX,South,Sugar,PRD-S-003,Nerds,3498.33,126,2118.31,1035.93,Sugar Shack,1706.78,4.8,48.11914,-96.18115,32.7767,-96.797
ORD-745991,2023-11-03,2023-11-09,Standard,CUST-4743,Philadelphia,PA,East,Sugar,PRD-S-006,Hair Toffee,48988.12,3128,36820.95,3348.45,The Other Factory,1409.64,6.1,35.1175,-89.971107,39.9526,-75.1652
ORD-160078,2023-08-05,2023-08-08,Same-Day,CUST-6072,Chicago,IL,Midwest,Sugar,PRD-S-003,Nerds,36617.3,1100,20475.18,15080.48,Sugar Shack,965.13,3.3,48.11914,-96.18115,41.8781,-87.6298
ORD-543922,2023-12-08,2023-12-10,Express,CUST-1702,San Diego,CA,West,Chocolate,PRD-C-002,Wonka Bar - Fudge Mallows,63394.11,4107,35401.12,24678.72,Lot's O' Nuts,504.36,2.76,32.881893,-111.768036,32.7157,-117.1611
ORD-233696,2023-12-11,2023-12-18,Express,CUST-2438,Los Angeles,CA,West,Chocolate,PRD-C-004,Wonka Bar - Milk Chocolate,4240.79,153,2478.28,917.84,Wicked Choccy's,3450.46,7.61,32.076176,-81.088371,34.0522,-118.2437
ORD-852413,2023-07-17,2023-07-23,Express,CUST-9238,Phoenix,AZ,West,Other,PRD-O-004,Kazookles,72213.77,4046,41186.92,17852.99,The Other Factory,2035.01,6.0,35.1175,-89.971107,33.4484,-112.074
ORD-194696,2023-12-31,2024-01-06,Standard,CUST-6817,Houston,TX,South,Other,PRD-O-004,Kazookles,102723.14,4063,62200.42,34170.65,The Other Factory,781.7,6.22,35.1175,-89.971107,29.7604,-95.3698
ORD-826210,2023-12-15,2023-12-19,Express,CUST-6326,San Antonio,TX,South,Chocolate,PRD-C-001,Wonka Bar - Nutty Crunch Surprise,48921.9,2896,30056.45,12752.36,Lot's O' Nuts,1319.3,4.39,32.881893,-111.768036,29.4241,-98.4936
ORD-416162,2023-07-06,2023-07-09,Same-Day,CUST-1706,San Antonio,TX,South,Other,PRD-O-003,Wonka Gum,78821.79,3446,46159.75,27438.28,Secret Factory,1515.89,3.51,41.446333,-90.565487,29.4241,-98.4936
ORD-428816,2023-10-17,2023-10-19,Same-Day,CUST-2956,San Antonio,TX,South,Chocolate,PRD-C-004,Wonka Bar - Milk Chocolate,3203.82,165,1670.55,1254.87,Wicked Choccy's,1687.25,2.68,32.076176,-81.088371,29.4241,-98.4936
ORD-373467,2023-12-23,2023-12-31,Standard,CUST-7085,Los Angeles,CA,West,Sugar,PRD-S-002,SweeTARTS,97632.85,3452,68219.58,12799.41,Sugar Shack,2406.41,8.13,48.11914,-96.18115,34.0522,-118.2437
ORD-772387,2023-02-08,2023-02-11,Express,CUST-8039,Chicago,IL,Midwest,Sugar,PRD-S-004,Fun Dip,66845.53,4911,34032.68,25229.2,Sugar Shack,965.13,3.55,48.11914,-96.18115,41.8781,-87.6298
ORD-651125,2023-10-18,2023-10-22,Same-Day,CUST-8892,Phoenix,AZ,West,Sugar,PRD-S-003,Nerds,74578.59,3227,44197.02,23601.03,Sugar Shack,2101.19,4.07,48.11914,-96.18115,33.4484,-112.074
ORD-335370,2023-10-20,2023-10-22,Same-Day,CUST-1957,Dallas,TX,South,Other,PRD-O-002,Lickable Wallpaper,16780.64,1673,10504.97,4417.98,Secret Factory,1110.39,2.53,41.446333,-90.565487,32.7767,-96.797
ORD-292101,2023-06-27,2023-06-29,Same-Day,CUST-3956,San Diego,CA,West,Chocolate,PRD-C-003,Wonka Bar - Scrumdiddlyumptious,82514.82,3234,43854.83,37028.88,Lot's O' Nuts,504.36,2.09,32.881893,-111.768036,32.7157,-117.1611
ORD-606123,2023-06-27,2023-06-30,Same-Day,CUST-5613,San Jose,CA,West,Other,PRD-O-003,Wonka Gum,13847.82,1975,10003.11,-1516.91,Secret Factory,2714.74,3.63,41.446333,-90.565487,37.3382,-121.8863
ORD-965594,2023-07-27,2023-08-02,Standard,CUST-9231,New York,NY,East,Sugar,PRD-S-005,Everlasting Gobstopper,20752.08,934,15221.57,2937.24,Secret Factory,1388.26,6.06,41.446333,-90.565487,40.7128,-74.006
ORD-507168,2023-08-06,2023-08-11,Same-Day,CUST-1072,San Diego,CA,West,Chocolate,PRD-C-004,Wonka Bar - Milk Chocolate,66152.89,3022,45361.29,10604.27,Wicked Choccy's,3371.05,5.45,32.076176,-81.088371,32.7157,-117.1611
ORD-872703,2023-08-04,2023-08-07,Standard,CUST-6780,Chicago,IL,Midwest,Other,PRD-O-002,Lickable Wallpaper,47199.92,2903,32681.05,13075.85,Secret Factory,248.54,3.5,41.446333,-90.565487,41.8781,-87.6298
ORD-938084,2023-09-09,2023-09-14,Express,CUST-5881,Philadelphia,PA,East,Sugar,PRD-S-003,Nerds,55982.59,4316,41609.78,1245.98,Sugar Shack,1900.9,5.1,48.11914,-96.18115,39.9526,-75.1652
ORD-423525,2023-01-05,2023-01-11,Standard,CUST-9581,New York,NY,East,Other,PRD-O-003,Wonka Gum,16521.87,1714,9044.77,2718.14,Secret Factory,1388.26,6.73,41.446333,-90.565487,40.7128,-74.006
ORD-816712,2023-03-31,2023-04-07,Express,CUST-4756,San Diego,CA,West,Other,PRD-O-001,Fizzy Lifting Drinks,43237.76,1745,28307.82,8083.75,Sugar Shack,2452.07,7.27,48.11914,-96.18115,32.7157,-117.1611
ORD-666275,2023-06-24,2023-06-30,Standard,CUST-1054,San Antonio,TX,South,Other,PRD-O-003,Wonka Gum,9839.75,1289,6693.78,-762.0,Secret Factory,1515.89,6.04,41.446333,-90.565487,29.4241,-98.4936
ORD-245479,2023-12-18,2023-12-21,Same-Day,CUST-2099,San Antonio,TX,South,Other,PRD-O-003,Wonka Gum,99855.27,4191,62835.44,30666.73,Secret Factory,1515.89,3.24,41.446333,-90.565487,29.4241,-98.4936
ORD-626926,2023-10-15,2023-10-19,Same-Day,CUST-2287,Houston,TX,South,Sugar,PRD-S-001,Laffy Taffy,11165.3,893,5722.62,5442.679999999999,Sugar Shack,2042.57,4.34,48.11914,-96.18115,29.7604,-95.3698
ORD-511338,2023-08-27,2023-09-04,Standard,CUST-5976,San Jose,CA,West,Sugar,PRD-S-003,Nerds,58240.68,3255,36971.86,5638.28,Sugar Shack,2401.01,8.73,48.11914,-96.18115,37.3382,-121.8863
ORD-110664,2023-09-03,2023-09-09,Standard,CUST-4153,Dallas,TX,South,Chocolate,PRD-C-003,Wonka Bar - Scrumdiddlyumptious,55897.74,2723,37366.88,10918.95,Lot's O' Nuts,1397.71,6.33,32.881893,-111.768036,32.7767,-96.797
ORD-973047,2023-04-13,2023-04-16,Same-Day,CUST-4685,San Diego,CA,West,Sugar,PRD-S-006,Hair Toffee,91035.34,4975,45626.67,32895.02,The Other Factory,2515.31,3.3,35.1175,-89.971107,32.7157,-117.1611
ORD-363122,2023-09-09,2023-09-14,Express,CUST-6618,Houston,TX,South,Sugar,PRD-S-001,Laffy Taffy,19544.45,931,13874.0,2627.83,Sugar Shack,2042.57,5.2,48.11914,-96.18115,29.7604,-95.3698
ORD-952798,2023-03-06,2023-03-09,Same-Day,CUST-5088,San Diego,CA,West,Other,PRD-O-003,Wonka Gum,18032.4,853,11712.3,4154.99,Secret Factory,2538.23,3.88,41.446333,-90.565487,32.7157,-117.1611
ORD-517351,2023-01-28,2023-01-30,Same-Day,CUST-6402,San Antonio,TX,South,Sugar,PRD-S-001,Laffy Taffy,7840.96,599,4125.33,2464.8,Sugar Shack,2088.19,2.91,48.11914,-96.18115,29.4241,-98.4936
ORD-728509,2023-03-19,2023-03-27,Express,CUST-9279,San Jose,CA,West,Chocolate,PRD-C-005,Wonka Bar - Triple Dazzle Caramel,79740.86,4150,42882.37,11987.0,Wicked Choccy's,3745.71,8.69,32.076176,-81.088371,37.3382,-121.8863
ORD-589480,2023-05-02,2023-05-10,Standard,CUST-8237,Dallas,TX,South,Sugar,PRD-S-004,Fun Dip,9689.93,654,6487.74,969.72,Sugar Shack,1706.78,8.59,48.11914,-96.18115,32.7767,-96.797
ORD-534038,2023-09-12,2023-09-15,Same-Day,CUST-6675,Phoenix,AZ,West,Sugar,PRD-S-002,SweeTARTS,12814.9,745,8286.74,2962.77,Sugar Shack,2101.19,3.25,48.11914,-96.18115,33.4484,-112.074
ORD-443712,2023-03-12,2023-03-18,Standard,CUST-5405,Chicago,IL,Midwest,Sugar,PRD-S-004,Fun Dip,36199.41,3218,21328.3,8659.51,Sugar Shack,965.13,6.54,48.11914,-96.18115,41.8781,-87.6298
